Graphics v 0.2.5 ';' exported '2021-12-22 09:38:36'
;Record #0;;;;;;;;;
;Cycle #3;"";;;;;;;;
time ( min.);detect H-AE-3020;collection valve;reference point;flow;column P.;T°;Comp. Th.;Slope;detect H-AE-3010;
2.62333;100;0;6;400.053;17.1325;24.9755;100;-80.6663;6.08243;
2.62667;100;0;6;401.788;17.5309;24.9755;100;-80.6663;6.09617;
2.63;100;0;6;397.374;16.5456;24.9715;100;-92.4077;5.64475;
2.63333;100;0;6;398.675;17.5152;24.9735;100;-90.4215;5.9843;
2.63667;100;0;6;397.757;16.524;24.9735;100;-90.4215;5.35034;
2.64;100;0;6;399.109;18.0196;24.9715;100;-92.7666;6.96565;
2.64333;100;0;6;401.099;16.736;24.9715;100;-89.4535;5.45437;
2.64667;100;0;6;400.997;16.8008;24.9735;100;-89.4535;4.895;
2.65;100;0;6;397.119;17.5211;24.9696;100;-88.6135;4.18646;
2.65333;100;0;6;397.961;16.1197;24.9676;100;-83.4286;6.94603;
2.65667;100;0;6;400.819;17.2286;24.9617;100;-83.4286;7.41315;
2.66;100;0;6;400.563;16.5221;24.9598;100;-74.3406;7.46811;
2.66333;100;0;6;400.87;18.1138;24.9598;100;-74.3406;7.39941;
2.66667;100;0;6;399.16;17.472;24.9558;100;-62.8347;7.33857;
2.67;100;0;6;399.288;17.3503;24.9578;100;-48.5552;7.16977;
2.67333;100;0;6;398.803;16.4691;24.948;100;-48.5552;7.05397;
2.67667;100;0;6;400.691;17.5074;24.9421;100;-28.7296;6.93621;
2.68;100;0;6;402.298;16.6889;24.9362;100;-28.7296;6.84397;
2.68333;100;0;6;398.879;16.9774;24.9303;100;-13.9914;6.79097;
2.68667;100;0;6;397.348;17.3837;24.9284;100;-0.44863;6.71246;
2.69;100;0;6;398.42;16.3965;24.9225;100;-0.44863;6.58489;
2.69333;100;0;6;400.053;17.896;24.9205;100;11.4028;6.5103;
2.69667;100;0;6;400.181;16.8126;24.9186;100;11.4028;6.44357;
2.7;100;0;6;399.466;17.2915;24.9166;100;14.9603;6.37488;
2.70333;100;0;6;398.65;17.894;24.9186;100;18.3822;6.33562;
2.70667;100;0;6;400.206;17.2365;24.9166;100;18.3822;6.21001;
2.71;100;0;6;401.456;16.8067;24.9146;100;15.1644;6.11973;
2.71333;100;0;6;401.737;16.8086;24.9166;100;15.1644;6.02159;
2.71667;100;0;6;400.971;17.7998;24.9146;100;6.13826;5.92542;
2.72;100;0;6;397.935;16.5162;24.9166;100;-5.87128;5.87439;
2.72333;100;0;6;400.308;17.4563;24.9186;100;-5.87128;5.79392;
2.72667;100;0;6;400.436;17.3955;24.9244;100;-16.6224;5.67419;
2.73;100;0;6;402.069;17.209;24.9264;100;-27.4723;5.51914;
2.73333;100;0;6;402.145;17.7488;24.9284;100;-27.4723;5.48577;
2.73667;100;0;6;401.074;16.5986;24.9303;100;-29.4765;5.33072;
2.74;100;0;6;400.793;16.7439;24.9342;100;-29.4765;5.21884;
2.74333;100;0;6;398.088;15.9941;24.9342;100;-29.5584;5.18155;
2.74667;100;0;6;399.134;17.3307;24.9284;100;-29.5237;5.06575;
2.75;100;0;6;401.354;16.2767;24.9186;100;-29.5237;4.96762;
2.75333;100;0;6;399.568;17.6585;24.9087;100;-29.7996;4.82237;
2.75667;100;0;6;397.68;16.7085;24.9028;100;-30.1461;4.72424;
2.76;100;0;6;398.037;17.788;24.8989;100;-30.1461;4.67713;
2.76333;100;0;6;398.65;17.7233;24.897;100;-30.5027;4.52993;
2.76667;100;0;6;400.078;16.7556;24.895;100;-30.7854;4.47694;
2.77;100;0;6;402.783;16.9028;24.895;100;-30.7854;4.33955;
2.77333;100;0;6;399.568;16.9833;24.9009;100;-31.0758;4.263;
2.77667;100;0;6;399.747;17.2129;24.9048;100;-31.0758;4.16094;
2.78;100;0;6;399.823;16.4671;24.9048;100;-31.2003;4.12365;
2.78333;100;0;6;401.38;17.6624;24.9087;100;-31.0354;4.02748;
2.78667;100;0;6;400.691;17.3484;24.9107;100;-31.0354;3.8999;
2.79;100;0;6;399.798;18.2022;24.9127;100;-30.7102;3.82532;
2.79333;100;0;6;400.232;16.5731;24.9127;100;-30.7102;3.72718;
2.79667;100;0;6;400.232;17.4092;24.9107;100;-30.3221;3.64475;
2.8;100;0;6;398.752;17.3798;24.9107;100;-29.7244;3.59961;
2.80333;100;0;6;400.512;16.1315;24.9107;100;-29.7244;3.52306;
2.80667;100;0;6;401.66;17.5564;24.9107;100;-29.2309;3.40334;
2.81;100;0;6;398.037;16.6752;24.9107;100;-28.8899;3.33661;
2.81333;100;0;6;400.41;17.6016;24.9107;100;-28.8899;3.2895;
2.81667;100;0;6;398.65;16.7399;24.9087;100;-28.4918;3.18155;
2.82;100;0;6;400.997;17.3955;24.9127;100;-27.9602;3.13837;
2.82333;100;0;6;401.533;17.5604;24.9166;100;-27.9602;3.03239;
2.82667;100;0;6;399.721;17.9902;24.9186;100;-27.4028;2.9735;
2.83;100;0;6;396.277;16.5005;24.9205;100;-27.4028;2.93032;
2.83333;100;0;6;398.445;17.7998;24.9225;100;-26.6839;2.83219;
2.83667;100;0;6;399.492;16.6163;24.9225;100;-25.9358;2.80471;
2.84;100;0;6;401.125;17.5643;24.9264;100;-25.9358;2.70461;
2.84333;100;0;6;403.625;16.7478;24.9264;100;-25.2045;2.67517;
2.84667;100;0;6;400.64;17.0579;24.9284;100;-24.3881;2.6104;
2.85;100;0;6;400.283;17.105;24.9342;100;-24.3881;2.54956;
2.85333;100;0;6;401.278;17.423;24.9382;100;-23.7118;2.46909;
2.85667;100;0;6;400.181;17.2601;24.9421;100;-23.7118;2.44161;
2.86;100;0;6;399.696;16.7066;24.9421;100;-22.9715;2.38665;
2.86333;100;0;6;397.961;17.8194;24.946;100;-22.1954;2.33562;
2.86667;100;0;6;397.986;16.5849;24.948;100;-22.1954;2.28067;
2.87;100;0;6;397.017;17.368;24.948;100;-21.3969;2.20216;
2.87333;100;0;6;399.134;16.3199;24.9519;100;-20.6455;2.15898;
2.87667;100;0;6;401.507;17.2875;24.9519;100;-20.6455;2.1315;
2.88;100;0;6;399.747;16.1649;24.9519;100;-19.7325;2.06281;
2.88333;100;0;6;397.859;16.4534;24.9519;100;-19.7325;2.03925;
2.88667;100;0;6;400.436;17.3032;24.9558;100;-18.9575;1.97449;
2.89;100;0;6;401.839;17.3209;24.9539;100;-18.1713;1.94701;
2.89333;100;0;6;400.614;18.0039;24.9539;100;-18.1713;1.91757;
2.89667;100;0;6;400.87;16.6379;24.9539;100;-17.3851;1.85672;
2.9;100;0;6;399.517;17.5172;24.9539;100;-16.6191;1.85083;
2.90333;100;0;6;397.655;15.9372;24.9539;100;-16.6191;1.78803;
2.90667;100;0;6;399.441;17.4465;24.9539;100;-15.9237;1.74485;
2.91;100;0;6;401.482;16.2473;24.9558;100;-15.9237;1.71737;
2.91333;100;0;6;401.125;16.4789;24.9558;100;-15.2261;1.68989;
2.91667;100;0;6;400.002;18.0314;24.9558;100;-14.5902;1.66634;
2.92;100;0;6;399.313;17.2483;24.9617;100;-14.5902;1.61531;
2.92333;100;0;6;397.859;17.7036;24.9637;100;-13.9846;1.57409;
2.92667;100;0;6;399.721;16.577;24.9696;100;-13.4081;1.54661;
2.93;100;0;6;401.099;17.5172;24.9696;100;-13.4081;1.52699;
2.93333;100;0;6;398.752;16.108;24.9715;100;-12.9236;1.47988;
2.93667;100;0;6;398.573;16.8008;24.9735;100;-12.9236;1.4524;
2.94;100;0;6;398.139;16.1178;24.9755;100;-12.4615;1.421;
2.94333;100;0;6;400.665;17.2326;24.9813;100;-12.051;1.39156;
2.94667;100;0;6;399.696;17.7998;24.9853;100;-12.051;1.37782;
2.95;100;0;6;403.345;17.1462;24.9912;100;-11.663;1.33268;
2.95333;100;0;6;400.334;17.896;24.9951;100;-11.2693;1.32875;
2.95667;100;0;6;399.109;16.4455;25.001;100;-11.2693;1.2895;
2.96;100;0;6;397.935;17.37;25.0029;100;-10.8375;1.25417;
2.96333;100;0;6;400.053;16.0039;25.0049;100;-10.8375;1.25417;
2.96667;100;0;6;401.814;16.5986;25.0049;100;-10.4551;1.21099;
2.97;100;0;6;399.134;16.9715;25.0069;100;-10.0659;1.17959;
2.97333;100;0;6;399.619;17.2856;25.0069;100;-10.0659;1.17566;
2.97667;100;0;6;399.134;17.7017;25.0108;100;-9.7126;1.14033;
2.98;100;0;6;401.023;16.9166;25.0108;100;-9.3638;1.13641;
2.98333;100;0;6;400.614;17.6546;25.0108;100;-9.3638;1.11482;
2.98667;100;0;6;401.201;16.3827;25.0108;100;-8.96789;8.3945;
2.99;100;0;6;398.318;17.5446;25.0108;100;-8.96789;14.8636;
2.99333;100;0;6;398.19;16.1236;25.0088;100;30.8762;14.6889;
2.99667;100;0;6;399.492;17.2345;25.0049;100;91.4779;13.0795;
3;100;0;6;400.665;17.6997;25.0029;100;91.4779;12.6968;
3.00333;100;0;6;402.834;17.3935;24.999;100;154.326;12.0746;
3.00667;100;0;6;400.385;18.0079;25.001;100;204.686;11.6487;
3.01;100;0;6;397.629;16.7615;24.999;100;204.686;11.4779;
3.01333;100;0;6;398.624;17.9274;24.9971;100;228.184;10.8911;
3.01667;100;0;6;400.997;16.6752;24.999;100;228.184;10.634;
3.02;100;0;6;401.15;17.7468;25.0029;100;211.334;10.1001;
3.02333;100;0;6;400.283;16.4161;25.0069;100;197.386;9.95093;
3.02667;100;0;6;399.058;17.1973;25.0088;100;197.386;9.89794;
3.03;100;0;6;399.977;17.9038;25.0108;100;187.218;9.77036;
3.03333;100;0;6;398.267;16.6398;25.0108;100;187.218;9.74877;
3.03667;100;0;6;402.171;18.159;25.0128;100;179.49;9.64671;
3.04;100;0;6;401.839;16.6732;25.0147;100;174.663;9.61531;
3.04333;100;0;6;397.399;17.7861;25.0186;100;174.663;9.50736;
3.04667;100;0;6;398.267;16.7007;25.0206;100;132.618;9.48773;
3.05;100;0;6;396.864;17.262;25.0245;100;132.618;9.36016;
3.05333;100;0;6;398.241;16.1374;25.0265;100;70.6239;8.43376;
3.05667;100;0;6;399.568;17.4426;25.0285;100;2.11419;7.07949;
3.06;100;0;6;396.889;16.6163;25.0285;100;2.11419;6.5103;
3.06333;100;0;6;395.001;16.3121;25.0304;100;-59.8054;6.16683;
3.06667;100;0;6;395.741;17.9588;25.0206;100;-59.8054;6.40236;
3.07;100;0;6;399.849;16.7262;25.0147;100;-97.7125;7.44652;
3.07333;100;0;6;399.364;17.8332;25.0088;100;-95.3607;5.96075;
3.07667;100;0;6;399.645;16.1374;25.0049;100;-95.3607;5.52699;
3.08;100;0;6;400.053;16.8283;25.0049;100;-94.2852;4.60648;
3.08333;100;0;6;401.533;17.5957;25.001;100;-91.5599;5.48184;
3.08667;100;0;6;401.992;17.1502;24.9971;100;-91.5599;4.2316;
3.09;100;0;6;402.145;18.0471;24.999;100;-91.5138;4.16291;
3.09333;100;0;6;403.804;16.8793;25.0029;100;-92.9685;5.48577;
3.09667;100;0;6;400.206;18.0726;25.0088;100;-92.9685;5.66634;
3.1;100;0;6;399.313;16.842;25.0108;100;-92.1295;5.78214;
3.10333;100;0;6;398.522;17.4936;25.0167;100;-92.1295;5.71737;
3.10667;100;0;6;399.645;16.0608;25.0206;100;-88.1144;5.61924;
3.11;100;0;6;399.721;17.3994;25.0226;100;-78.265;5.51717;
3.11333;100;0;6;398.726;16.7929;25.0226;100;-78.265;5.42493;
3.11667;100;0;6;397.91;16.4652;25.0226;100;-61.6369;5.36801;
3.12;100;0;6;399.798;17.684;25.0108;100;-46.5823;5.23258;
3.12333;100;0;6;401.227;17.0716;25.0049;100;-46.5823;5.15211;
3.12667;100;0;6;399.696;17.9235;25.001;100;-33.9582;5.105;
3.13;100;0;6;401.814;16.3984;24.9951;100;-33.9582;4.99706;
3.13333;100;0;6;397.272;17.6153;24.9931;100;-23.151;4.93818;
3.13667;100;0;6;398.063;15.8508;24.9912;100;-17.6173;4.86948;
3.14;100;0;6;399.441;17.3739;24.9892;100;-17.6173;4.81256;
3.14333;100;0;6;401.814;17.8469;24.9872;100;-11.6406;4.77527;
3.14667;100;0;6;401.584;16.7203;24.9833;100;-11.6406;4.66536;
3.15;100;0;6;400.946;18.2591;24.9794;100;-7.00745;4.5947;
3.15333;100;0;6;401.176;16.6968;24.9794;100;-6.77636;4.51619;
3.15667;100;0;6;400.206;17.79;24.9774;100;-6.77636;4.42787;
3.16;100;0;6;400.87;16.3239;24.9774;100;-10.6637;4.35918;
3.16333;100;0;6;401.865;16.8813;24.9774;100;-16.2815;4.30815;
3.16667;100;0;6;399.594;16.5378;24.9657;100;-16.2815;4.18646;
3.17;100;0;6;399.492;16.475;24.9617;100;-23.0276;4.11384;
3.17333;100;0;6;397.91;17.2012;24.9558;100;-23.0276;4.01963;
3.17667;100;0;6;399.772;17.1658;24.9519;100;-25.412;3.94112;
3.18;100;0;6;399.083;17.9117;24.948;100;-25.3145;3.89598;
3.18333;100;0;6;402.4;16.7812;24.9441;100;-25.3145;3.77625;
3.18667;100;0;6;398.037;17.8077;24.9441;100;-25.0105;3.73503;
3.19;100;0;6;398.165;16.2846;24.9441;100;-24.831;3.61531;
3.19333;100;0;6;398.216;17.5623;24.9441;100;-24.831;3.53484;
3.19667;100;0;6;401.329;17.3778;24.9441;100;-24.9096;3.49558;
3.2;100;0;6;401.686;17.3248;24.946;100;-24.9096;3.38175;
3.20333;100;0;6;400.206;17.5133;24.946;100;-25.163;3.30913;
3.20667;100;0;6;400.308;17.0442;24.948;100;-25.5152;3.24436;
3.21;100;0;6;400.436;17.9686;24.946;100;-25.5152;3.15996;
3.21333;100;0;6;398.752;16.6791;24.946;100;-25.6812;3.13837;
3.21667;100;0;6;401.609;17.9529;24.946;100;-25.5959;3.03631;
3.22;100;0;6;401.201;16.2807;24.946;100;-25.5959;2.95388;
3.22333;100;0;6;400.206;16.8067;24.946;100;-25.1642;2.93229;
3.22667;100;0;6;397.603;16.0628;24.946;100;-24.6516;2.83219;
3.23;100;0;6;399.211;17.2149;24.946;100;-24.6516;2.79293;
3.23333;100;0;6;401.916;17.0658;24.946;100;-24.1054;2.69872;
3.23667;100;0;6;402.375;17.2169;24.9441;100;-24.1054;2.64181;
3.24;100;0;6;399.721;18.1178;24.9401;100;-23.5626;2.57507;
3.24333;100;0;6;399.951;16.475;24.9382;100;-23.0467;2.52012;
3.24667;100;0;6;398.956;17.0834;24.9362;100;-23.0467;2.48871;
3.25;100;0;6;400.87;16.1806;24.9323;100;-22.4814;2.40235;
3.25333;100;0;6;399.849;17.5368;24.9342;100;-21.7693;2.35329;
3.25667;100;0;6;399.185;16.0864;24.9323;100;-21.7693;2.29833;
3.26;100;0;6;399.16;17.105;24.9303;100;-20.9393;2.24534;
3.26333;100;0;6;400.283;17.527;24.9323;100;-20.9393;2.19627;
3.26667;100;0;6;402.12;17.0324;24.9323;100;-20.2047;2.14524;
3.27;100;0;6;402.145;18.0432;24.9323;100;-19.5867;2.10206;
3.27333;100;0;6;401.814;16.6379;24.9362;100;-19.5867;2.05103;
3.27667;100;0;6;397.731;17.7586;24.9362;100;-19.0989;2.01374;
3.28;100;0;6;398.241;15.9666;24.9362;100;-18.5807;1.98234;
3.28333;100;0;6;399.67;16.5908;24.9362;100;-18.5807;1.94701;
3.28667;100;0;6;400.614;17.5289;24.9323;100;-17.9235;1.89009;
3.29;100;0;6;402.426;17.3484;24.9284;100;-17.9235;1.85476;
3.29333;100;0;6;400.819;17.5878;24.9244;100;-17.1754;1.7998;
3.29667;100;0;6;400.895;17.1129;24.9225;100;-16.4262;1.77036;
3.3;100;0;6;400.385;17.9235;24.9205;100;-16.4262;1.73503;
3.30333;100;0;6;398.981;16.8204;24.9186;100;-15.7252;1.71344;
3.30667;100;0;6;400.64;17.7429;24.9166;100;-15.1095;1.65849;
3.31;100;0;6;400.129;16.1963;24.9146;100;-15.1095;1.61923;
3.31333;100;0;6;397.884;17.5427;24.9166;100;-14.6306;1.57802;
3.31667;100;0;6;398.497;16.4652;24.9205;100;-14.6306;1.55054;
3.32;100;0;6;400.487;17.0854;24.9244;100;-14.108;1.50932;
3.32333;100;0;6;402.707;17.5761;24.9284;100;-13.5741;1.47792;
3.32667;100;0;6;403.829;17.0716;24.9303;100;-13.5741;1.4524;
3.33;100;0;6;400.589;18.0275;24.9303;100;-13.0324;1.41315;
3.33333;100;0;6;399.772;16.8361;24.9323;100;-12.5187;1.38567;
3.33667;100;0;6;398.445;17.7174;24.9362;100;-12.5187;1.35623;
3.34;100;0;6;400.589;16.791;24.9362;100;-12.0499;1.34053;
3.34333;100;0;6;399.39;17.5505;24.9421;100;-11.6719;1.29539;
3.34667;100;0;6;401.558;17.7233;24.9441;100;-11.6719;1.27772;
3.35;100;0;6;397.068;16.2944;24.946;100;-11.3422;1.2581;
3.35333;100;0;6;397.808;17.2954;24.948;100;-11.3422;1.21099;
3.35667;100;0;6;400.129;17.2267;24.9519;100;-11.0349;1.17959;
3.36;100;0;6;401.303;17.8979;24.9519;100;-10.7287;1.15603;
3.36333;100;0;6;400.257;16.84;24.9519;100;-10.7287;1.13837;
3.36667;100;0;6;398.497;17.4642;24.9519;100;-10.3844;1.11678;
3.37;100;0;6;397.629;15.9411;24.9519;100;-9.99748;1.08145;
3.37333;100;0;6;397.961;17.4033;24.9519;100;-9.99748;1.07164;
3.37667;100;0;6;400.283;16.4554;24.9519;100;-9.6027;1.03631;
3.38;100;0;6;401.558;16.5103;24.9519;100;-9.6027;1.03042;
3.38333;100;0;6;401.533;17.7154;24.9499;100;-9.20006;1.00687;
3.38667;100;0;6;400.716;16.8067;24.9539;100;-8.85013;0.971541;
3.39;100;0;6;400.538;18.0432;24.9539;100;-8.85013;0.961727;
3.39333;100;0;6;401.482;16.5711;24.9539;100;-8.54395;0.934249;
3.39667;100;0;6;401.66;17.2483;24.9539;100;-8.25571;0.924436;
3.4;100;0;6;400.563;16.3042;24.9539;100;-8.25571;0.89892;
3.40333;100;0;6;397.757;17.4347;24.9539;100;-7.92149;0.885182;
3.40667;100;0;6;398.063;16.212;24.9539;100;-7.92149;0.859666;
3.41;100;0;6;0.0510304;0.651619;24.63;0;-7.61642;1.67223;
3.41333;100;2;6;0.0510304;0.651619;24.63;0;-7.61642;1.61335;
3.41667;100;2;6;0.0510304;0.649656;24.63;0;-7.61642;1.58194;
3.42;100;2;6;0.0510304;0.647694;24.63;0;-7.61642;1.55054;
3.42333;100;2;6;0.0255152;0.645731;24.632;0;-7.61642;1.49951;
3.42667;100;2;6;0.0510304;0.647694;24.6359;0;-7.61642;1.47399;
3.43;100;2;6;0.0510304;0.645731;24.6379;0;-7.61642;1.4367;
3.43333;100;2;6;0.0510304;0.645731;24.6418;0;-7.61642;1.39352;
3.43667;100;2;6;0.0510304;0.645731;24.6418;0;-7.61642;1.37193;
3.44;100;2;6;0.0510304;0.645731;24.6438;0;-7.61642;1.33268;
3.44333;100;2;6;0.0510304;0.645731;24.6438;0;-7.61642;1.29539;
3.44667;100;2;6;0.0510304;0.647694;24.6457;0;-7.61642;1.26987;
3.45;100;2;6;0.0510304;0.645731;24.6497;0;-7.61642;1.23258;
3.45333;100;2;6;0.0510304;0.645731;24.6516;0;-7.61642;1.19922;
3.45667;100;2;6;0.0510304;0.645731;24.6555;0;-7.61642;1.1737;
3.46;100;2;6;0.0510304;0.645731;24.6555;0;-7.61642;1.1423;
3.46333;100;2;6;0.0510304;0.645731;24.6575;0;-7.61642;1.11678;
3.46667;100;2;6;0.0510304;0.647694;24.6575;0;-7.61642;1.08734;
3.47;100;2;6;0.0510304;0.647694;24.6595;0;-7.61642;1.05986;
3.47333;100;2;6;0.0510304;0.645731;24.6614;0;-7.61642;1.03827;
3.47667;100;2;6;0.0510304;0.645731;24.6634;0;-7.61642;1.01079;
3.48;100;2;6;0.0510304;0.645731;24.6673;0;-7.61642;0.98528;
3.48333;100;2;6;0.0510304;0.645731;24.6654;0;-7.61642;0.961727;
3.48667;100;2;6;0.0510304;0.645731;24.6654;0;-7.61642;0.940137;
3.49;100;2;6;0.0510304;0.645731;24.6693;0;-7.61642;0.92051;
3.49333;100;2;6;0.0510304;0.645731;24.6673;0;-7.61642;0.896958;
3.49667;100;2;6;0.0510304;0.645731;24.6673;0;-7.61642;0.865555;
3.5;100;2;6;0.0510304;0.645731;24.6693;0;-7.61642;0.855741;
3.50333;100;2;6;0.0510304;0.645731;24.6693;0;-7.61642;0.834151;
3.50667;100;2;6;0.0510304;0.647694;24.6693;0;-7.61642;0.808636;
3.51;100;2;6;0.0510304;0.645731;24.6712;0;-7.61642;0.790972;
3.51333;100;2;6;0.0510304;0.645731;24.6693;0;-7.61642;0.779195;
3.51667;100;2;6;0.0510304;0.647694;24.6693;0;-7.61642;0.75368;
3.52;100;2;6;0.0510304;0.645731;24.6732;0;-7.61642;0.737978;
3.52333;100;2;6;0.0510304;0.647694;24.6732;0;-7.61642;0.720314;
3.52667;100;2;6;0.0510304;0.645731;24.6732;0;-7.61642;0.696761;
3.53;100;2;6;1.02061;0.645731;24.6752;0;-7.61642;0.683023;
3.53333;100;2;6;24.367;0.871443;24.6752;0;-7.61642;0.665358;
3.53667;100;2;6;57.4603;1.32679;24.6752;0;-7.61642;0.647694;
3.54;100;2;6;90.579;3.67812;24.6752;0;-7.61642;0.631992;
3.54333;100;2;6;115.916;6.2002;24.6811;0;-7.61642;0.614328;
3.54667;100;2;6;140.563;7.16192;24.685;0;-7.61642;0.596663;
3.55;100;2;6;161.001;7.89401;24.6889;0;-7.61642;0.580962;
3.55333;100;2;6;175.596;8.6634;24.6909;0;-7.61642;0.567223;
3.55667;100;2;6;190.267;9.55839;24.6948;0;-7.61642;0.561335;
3.56;100;2;6;202.361;10.0353;24.6968;0;-7.61642;0.535819;
3.56333;100;2;6;214.557;10.7223;24.6987;0;-7.61642;0.520118;
3.56667;100;2;6;226.141;10.9284;24.7007;0;-7.61642;0.512267;
3.57;100;2;6;237.904;11.5191;24.7046;0;-7.61642;0.494603;
3.57333;100;2;6;250.968;11.5662;24.7066;0;-7.61642;0.482826;
3.57667;100;2;6;260.918;12.4298;24.7105;0;-7.61642;0.482826;
3.58;100;2;6;270.002;12.6222;24.7125;0;-7.61642;0.457311;
3.58333;100;2;6;276.483;12.2964;24.7125;0;-7.61642;0.455348;
3.58667;100;2;6;283.346;12.7125;24.7144;0;-7.61642;0.433759;
3.59;100;2;6;290.236;13.5034;24.7164;0;-7.61642;0.425908;
3.59333;100;2;6;298.094;13.4563;24.7203;0;-7.61642;0.410206;
3.59667;100;2;6;306.234;12.7812;24.7242;0;-7.61642;0.400393;
3.6;100;2;6;312.714;13.4661;24.7282;0;-7.61642;0.386654;
3.60333;100;2;6;318.506;13.998;24.7301;0;-7.61642;0.374877;
3.60667;100;2;6;320.981;14.0432;24.7321;0;-7.61642;0.372915;
3.61;100;2;6;327.105;14.5378;24.7341;0;-7.61642;0.361138;
3.61333;100;2;6;331.392;14.0098;24.7341;0;-7.61642;0.349362;
3.61667;100;2;6;336.979;14.0981;24.738;0;-7.61642;0.345437;
3.62;100;2;6;341.904;14.5182;24.7399;0;-7.61642;0.337586;
3.62333;100;2;6;346.292;14.0746;24.7439;0;-7.61642;0.323847;
3.62667;100;2;6;346.165;14.6497;24.7498;0;-7.61642;0.319921;
3.63;100;2;6;349.788;14.2728;24.7537;0;-7.61642;0.310108;
3.63333;100;2;6;352.467;15.3013;24.7556;0;-7.61642;0.296369;
3.63667;100;2;6;357.468;14.8263;24.7596;0;-7.61642;0.294406;
3.64;100;2;6;360.479;15.3346;24.7615;0;-7.61642;0.292444;
3.64333;100;2;6;363.898;15.16;24.7615;0;-7.61642;0.280667;
3.64667;100;2;6;364;15.315;24.7615;0;-7.61642;0.272817;
3.65;100;2;6;366.347;15.3562;24.7635;0;-7.61642;0.266928;
3.65333;100;2;6;369.078;15.16;24.7635;0;-7.61642;0.266928;
3.65667;100;2;6;372.701;15.7311;24.7635;0;-7.61642;0.251227;
3.66;100;2;6;375.303;15.2542;24.7635;0;-7.61642;10.6928;
3.66333;100;2;6;374.844;16.0314;24.7674;0;-7.61642;15.2208;
3.66667;100;2;6;375.814;15.1344;24.7674;0;-7.61642;14.2316;
3.67;100;2;6;378.161;15.9804;24.7714;0;-7.61642;13.0442;
3.67333;100;2;6;381.146;15.1933;24.7733;0;-7.61642;12.2866;
3.67667;100;2;6;383.596;16.0471;24.7772;0;-7.61642;11.8548;
3.68;100;2;6;385.407;15.4308;24.7792;0;-7.61642;11.4858;
3.68333;100;2;6;383.187;15.8685;24.7812;0;-7.61642;11.0971;
3.68667;100;2;6;385.356;15.4387;24.7812;0;-7.61642;10.6791;
3.69;100;2;6;385.076;15.5466;24.7831;0;-7.61642;10.2532;
3.69333;100;2;6;386.913;15.6035;24.7772;0;-7.61642;9.98234;
3.69667;100;2;6;388.29;15.7939;24.7694;0;-7.61642;9.86654;
3.7;100;2;6;388.086;16.1727;24.7635;0;-7.61642;9.75859;
3.70333;100;2;6;388.188;15.8528;24.7596;0;-7.61642;9.684;
3.70667;100;2;6;388.852;16.3886;24.7556;0;-7.61642;9.64279;
3.71;100;2;6;391.225;16.0687;24.7517;0;-7.61642;9.56035;
3.71333;100;2;6;393.444;16.9087;24.7498;0;-7.61642;9.47792;
3.71667;100;2;6;394.924;15.8057;24.7498;0;-7.61642;9.43081;
3.72;100;2;6;392.347;16.7753;24.7537;0;-7.61642;9.33857;
3.72333;100;2;6;392.985;15.5113;24.7537;0;-7.61642;9.19136;
3.72667;100;2;6;391.863;16.5476;24.7556;0;-7.61642;8.00785;
3.73;100;2;6;393.164;15.2738;24.7556;0;-7.61642;6.75172;
3.73333;100;2;6;393.853;16.5692;24.7576;0;-7.61642;6.50638;
3.73667;100;2;6;393.138;15.2542;24.7576;0;-7.61642;6.23945;
3.74;100;2;6;392.5;16.369;24.7615;0;-7.61642;6.46516;
3.74333;100;2;6;394.006;15.4053;24.7694;0;-7.61642;5.57213;
3.74667;100;2;6;396.455;16.4671;24.7733;0;-7.61642;5.43866;
3.75;100;2;6;396.94;16.2041;24.7792;0;-7.61642;5.58979;
3.75333;100;2;6;397.323;16.6222;24.7812;0;-7.61642;6.91266;
3.75667;100;2;6;394.21;16.6281;24.7851;0;-7.61642;5.03238;
3.76;100;2;6;395.435;15.7566;24.7871;0;-7.61642;4.41413;
3.76333;100;2;6;395.818;16.5417;24.789;0;-7.61642;5.6055;
3.76667;100;2;6;397.91;15.5859;24.7831;0;-7.61642;6.83611;
3.77;100;2;6;399.185;17.0363;24.7792;0;-7.61642;7.158;
3.77333;100;2;6;398.241;15.476;24.7753;0;-7.61642;7.19921;
3.77667;100;2;6;398.701;16.7125;24.7733;0;-7.61642;7.11482;
3.78;100;2;6;398.905;15.7664;24.7674;0;-7.61642;7.00883;
3.78333;100;2;6;399.823;16.844;24.7655;0;-7.61642;6.48479;
3.78667;100;2;6;399.134;16.3494;24.7674;0;-7.61642;4.61825;
3.79;100;2;6;398.573;16.4082;24.7655;0;-7.61642;3.70559;
3.79333;100;2;6;394.797;16.6477;24.7674;0;-7.61642;3.32287;
3.79667;100;2;6;396.098;15.8528;24.7655;0;-7.61642;4.29244;
3.8;100;2;6;397.221;16.2767;24.7655;0;-7.61642;6.09617;
3.80333;100;2;6;398.828;15.5231;24.7674;0;-7.61642;7.16389;
3.80667;100;2;6;400.129;16.6516;24.7674;0;-7.61642;7.57802;
3.81;100;2;6;397.884;15.3013;24.7694;0;-7.61642;7.69185;
3.81333;100;2;6;397.961;16.8636;24.7714;0;-7.61642;7.57606;
3.81667;100;2;6;398.063;15.9607;24.7753;0;-7.61642;7.30324;
3.82;100;2;6;398.981;16.9284;24.7772;0;-7.61642;6.41609;
