Graphics v 0.2.5 ';' exported '2021-12-22 09:40:29'
;Record #0;;;;;;;;;
0.393333;100;1;0;393.292;7.57017;22.6595;0;0.0240871;6.81845;
0.396667;100;1;0;394.363;6.66339;22.6634;0;0.0240871;6.73798;
0.4;100;1;0;414.367;6.99313;22.6575;0;0.0240871;6.65555;
0.403333;100;1;0;423.093;7.28361;22.6555;0;0.0240871;6.55348;
0.406667;100;1;0;415.745;7.14818;22.6536;0;0.0240871;6.45535;
0.41;100;1;0;444.679;6.98724;22.6497;0;0.0240871;6.3631;
0.413333;100;1;0;454.885;7.40137;22.6477;0;0.0240871;6.24926;
0.416667;100;1;0;443.812;7.35231;22.6457;0;0.0240871;6.1472;
0.42;100;1;0;453.584;6.82237;22.6438;0;0.0240871;6.05496;
0.423333;100;1;0;459.274;7.6526;22.6438;0;0.0240871;5.93523;
0.426667;100;1;0;459.886;7.56232;22.6398;0;0.0240871;5.84495;
0.43;100;1;0;446.031;7.58783;22.6379;0;0.0240871;5.74681;
0.433333;100;1;0;453.941;7.01276;22.6359;0;0.0240871;5.63101;
0.436667;100;1;0;459.044;7.67812;22.6359;0;0.0240871;5.53876;
0.44;100;1;0;458.917;7.48773;22.632;0;0.0240871;5.42689;
0.443333;100;1;0;440.163;7.60157;22.632;0;0.0240871;5.32287;
0.446667;100;1;0;440.316;6.96369;22.632;0;0.0240871;5.23062;
0.45;100;1;0;448.2;7.55446;22.63;0;0.0240871;5.12071;
0.453333;100;1;0;438.198;7.60157;22.63;0;0.0240871;5.01472;
0.456667;100;1;0;433.095;7.11089;22.6281;0;0.0240871;4.92247;
0.46;100;1;0;414.699;6.75368;22.6261;0;0.0240871;4.82041;
0.463333;100;1;0;424.956;7.14426;22.6261;0;0.0240871;4.7262;
0.466667;100;1;0;426.946;7.6683;22.6241;0;0.0240871;4.63003;
0.47;100;1;0;431.794;7.44455;22.6241;0;0.0240871;4.53386;
0.473333;100;1;0;423.859;7.61138;22.6202;0;0.0240871;4.4475;
0.476667;100;1;0;434.55;7.1894;22.6143;0;0.0240871;4.35133;
0.48;100;1;0;440.392;7.82139;22.6124;0;0.0240871;4.263;
0.483333;100;1;0;434.55;7.42296;22.6084;0;0.0240871;4.18646;
0.486667;100;1;0;426.665;7.36604;22.6084;0;0.0240871;4.08243;
0.49;100;1;0;418.526;6.71835;22.6065;0;0.0240871;4.00196;
0.493333;100;1;0;424.522;7.43081;22.6045;0;0.0240871;3.92934;
0.496667;100;1;0;425.39;7.58194;22.6026;0;0.0240871;3.82728;
0.5;100;1;0;424.063;7.43866;22.6006;0;0.0240871;3.75662;
0.503333;100;1;0;408.499;7.59568;22.5986;0;0.0240871;3.67812;
0.506667;100;1;0;408.218;6.82041;22.5986;0;0.0240871;3.58979;
0.51;100;1;0;416.281;7.44259;22.5986;0;0.0240871;3.51717;
0.513333;100;1;0;414.01;7.55446;22.5967;0;0.0240871;3.44259;
0.516667;100;1;0;418.577;7.05005;22.5947;0;0.0240871;3.36212;
0.52;100;1;0;409.978;7.36212;22.5967;0;0.0240871;3.29735;
0.523333;100;1;0;418.526;7.13248;22.5967;0;0.0240871;3.21884;
0.526667;100;1;0;425.16;7.65456;22.5967;0;0.0240871;3.15211;
0.53;100;1;0;425.874;7.64867;22.5967;0;0.0240871;3.09127;
0.533333;100;1;0;428.324;7.47988;22.5967;0;0.0240871;3.05201;
0.536667;100;1;0;421.129;7.35623;22.5967;0;0.0240871;2.9578;
0.54;100;1;0;423.348;7.46026;22.5967;0;0.0240871;2.89696;
0.543333;100;1;0;424.395;7.57998;22.5947;0;0.0240871;2.82826;
0.546667;100;1;0;418.832;7.39941;22.5908;0;0.0240871;2.76742;
0.55;100;1;0;419.368;7.2895;22.5908;0;0.0240871;2.73405;
0.553333;100;1;0;414.699;7.04416;22.5868;0;0.0240871;2.64769;
0.556667;100;1;0;418.398;7.31894;22.5868;0;0.0240871;2.59666;
0.56;100;1;0;420.261;7.55839;22.5829;0;0.0240871;2.53975;
0.563333;100;1;0;416.51;7.38764;22.5829;0;0.0240871;2.48479;
0.566667;100;1;0;415.694;7.20707;22.581;0;0.0240871;2.43768;
0.57;100;1;0;412.479;7.30127;22.577;0;0.0240871;2.3788;
0.573333;100;1;0;414.341;7.24828;22.5731;0;0.0240871;2.3317;
0.576667;100;1;0;416;7.45437;22.5711;0;0.0240871;2.29048;
0.58;100;1;0;411.79;7.45829;22.5692;0;0.0240871;2.23552;
0.583333;100;1;0;412.045;7.13052;22.5672;0;0.0240871;2.19234;
0.586667;100;1;0;398.854;7.33857;22.5653;0;0.0240871;2.15898;
0.59;100;1;0;402.171;6.94014;22.5653;0;0.0240871;2.12169;
0.593333;100;1;0;406.279;7.34642;22.5633;0;0.0240871;2.06477;
0.596667;100;1;0;403.549;7.55446;22.5594;0;0.0240871;2.02748;
0.6;100;1;0;404.289;7.05005;22.5574;0;0.0240871;1.98234;
0.603333;100;1;0;393.827;7.47596;22.5555;0;0.0240871;1.9529;
0.606667;100;1;0;398.752;6.81845;22.5535;0;0.0240871;1.8999;
0.61;100;1;0;403.804;7.39941;22.5535;0;0.0240871;1.86654;
0.613333;100;1;0;404.901;7.59568;22.5496;0;0.0240871;1.83317;
0.616667;100;1;0;405.666;6.92836;22.5496;0;0.0240871;1.79195;
0.62;100;1;0;399.568;7.29931;22.5476;0;0.0240871;1.76055;
0.623333;100;1;0;402.962;6.86752;22.5456;0;0.0240871;1.72129;
0.626667;100;1;0;406.993;7.26006;22.5456;0;0.0240871;1.68597;
0.63;100;1;0;409.034;7.38175;22.5437;0;0.0240871;1.65849;
0.633333;100;1;0;407.529;7.46614;22.5456;0;0.0240871;1.61531;
0.636667;100;1;0;400.793;7.23258;22.5437;0;0.0240871;1.58783;
0.64;100;1;0;399.032;6.65162;22.5456;0;0.0240871;1.56428;
0.643333;100;1;0;402.145;7.26595;22.5456;0;0.0240871;1.51914;
0.646667;100;1;0;404.748;7.29146;22.5456;0;0.0240871;1.49166;
0.65;100;1;0;396.711;7.25613;22.5456;0;0.0240871;1.46811;
0.653333;100;1;0;395.486;7.14622;22.5437;0;0.0240871;1.42689;
0.656667;100;1;0;388.75;6.895;22.5456;0;0.0240871;1.40726;
0.66;100;1;0;395.664;7.23847;22.5437;0;0.0240871;1.5368;
0.663333;100;1;0;403.574;7.32483;22.5456;0;0.0240871;13.7056;
0.666667;100;1;0;401.354;7.51717;22.5437;0;0.0240871;16.055;
0.67;100;1;0;401.788;7.10893;22.5378;0;0.0240871;14.8714;
0.673333;100;1;0;397.731;7.29146;22.5319;0;0.0240871;13.4112;
0.676667;100;1;0;403.88;7.36604;22.528;0;0.0240871;12.9951;
0.68;100;1;0;409.06;7.34642;22.5221;0;0.0240871;12.6418;
0.683333;100;1;0;401.15;7.40726;22.5201;0;0.0240871;12.2238;
0.686667;100;1;0;401.992;6.85967;22.5162;0;0.0240871;11.892;
0.69;100;1;0;385.407;7.12463;22.5123;0;0.0240871;11.4387;
0.693333;100;1;0;391.454;6.52208;22.5123;0;0.0240871;11.0088;
0.696667;100;1;0;399.185;7.31109;22.5123;0;0.0240871;10.789;
0.7;100;1;0;399.823;7.37782;22.5103;0;0.0240871;10.6555;
0.703333;100;1;0;393.521;6.50638;22.5083;0;0.0240871;10.5496;
0.706667;100;1;0;381.529;7.23258;22.5083;0;0.0240871;10.475;
0.71;100;1;0;391.25;6.91658;22.5083;0;0.0240871;10.422;
0.713333;100;1;0;402.426;7.52502;22.5064;0;0.0240871;10.3297;
0.716667;100;1;0;398.369;7.42689;22.5064;0;0.0240871;10.2767;
0.72;100;1;0;403.753;7.38567;22.5044;0;0.0240871;10.2375;
0.723333;100;1;0;394.746;7.29735;22.5044;0;0.0240871;10.0962;
0.726667;100;1;0;401.686;7.02846;22.5044;0;0.0240871;9.61727;
0.73;100;1;0;408.294;7.36997;22.5005;0;0.0240871;8.32385;
0.733333;100;1;0;405.59;7.58194;22.5025;0;0.0240871;7.58194;
0.736667;100;1;0;408.371;7.03435;22.5005;0;0.0240871;7.43081;
0.74;100;1;0;393.751;7.31305;22.5005;0;0.0240871;7.32875;
0.743333;100;1;0;398.777;6.98724;22.4985;0;0.0240871;7.91364;
0.746667;100;1;0;404.493;7.25025;22.4966;0;0.0240871;6.7105;
0.75;100;1;0;400.308;7.51717;22.4946;0;0.0240871;5.94897;
0.753333;100;1;0;403.523;6.86163;22.4926;0;0.0240871;5.21884;
0.756667;100;1;0;391.021;7.26202;22.4926;0;0.0240871;5.61924;
0.76;100;1;0;396.711;6.66143;22.4926;0;0.0240871;6.08832;
0.763333;100;1;0;403.319;7.22865;22.4926;0;0.0240871;4.89892;
0.766667;100;1;0;400.64;7.49951;22.4887;0;0.0240871;6.36114;
0.77;100;1;0;403.345;6.68106;22.4828;0;0.0240871;6.99509;
0.773333;100;1;0;395.282;7.33072;22.4809;0;0.0240871;7.12267;
0.776667;100;1;0;400.87;6.79097;22.4769;0;0.0240871;7.12267;
0.78;100;1;0;406.1;7.22277;22.4769;0;0.0240871;7.03042;
0.783333;100;1;0;401.252;7.29146;22.475;0;0.0240871;6.91266;
0.786667;100;1;0;400.895;6.56134;22.473;0;0.0240871;6.7949;
0.79;100;1;0;392.985;7.26006;22.4711;0;0.0240871;6.68302;
0.793333;100;1;0;397.731;7.20314;22.4671;0;0.0240871;6.56722;
0.796667;100;1;0;404.135;7.41119;22.4632;0;0.0240871;6.47105;
0.8;100;1;0;403.855;7.2051;22.4612;0;0.0240871;6.37684;
0.803333;100;1;0;405.13;7.15603;22.4593;0;0.0240871;6.29244;
0.806667;100;1;0;402.12;7.34053;22.4573;0;0.0240871;6.21982;
0.81;100;1;0;402.885;7.16192;22.4573;0;0.0240871;6.17861;
0.813333;100;1;0;409.162;7.53876;22.4573;0;0.0240871;6.07851;
0.816667;100;1;0;409.8;7.18351;22.4573;0;0.0240871;6.01766;
0.82;100;1;0;408.677;7.35427;22.4573;0;0.0240871;5.93523;
0.823333;100;1;0;406.075;7.51914;22.4573;0;0.0240871;5.86065;
0.826667;100;1;0;407.299;7.08145;22.4593;0;0.0240871;5.78803;
0.83;100;1;0;408.167;7.45044;22.4593;0;0.0240871;5.68204;
0.833333;100;1;0;409.698;7.10893;22.4612;0;0.0240871;5.59961;
0.836667;100;1;0;406.61;7.39549;22.4593;0;0.0240871;5.49951;
0.84;100;1;0;405.871;7.36408;22.4593;0;0.0240871;5.39549;
0.843333;100;1;0;404.263;7.2738;22.4593;0;0.0240871;5.30913;
0.846667;100;1;0;407.81;7.44848;22.4612;0;0.0240871;5.2051;
0.85;100;1;0;408.499;7.12463;22.4573;0;0.0240871;5.105;
0.853333;100;1;0;404.569;7.39549;22.4573;0;0.0240871;5.0108;
0.856667;100;1;0;404.799;7.0265;22.4573;0;0.0240871;4.90481;
0.86;100;1;0;403.651;7.2581;22.4573;0;0.0240871;4.8106;
0.863333;100;1;0;405.59;7.45633;22.4573;0;0.0240871;4.71835;
0.866667;100;1;0;407.274;7.40726;22.4554;0;0.0240871;4.66732;
0.87;100;1;0;405.411;7.35819;22.4475;0;0.0240871;4.52797;
0.873333;100;1;0;404.34;7.06182;22.4416;0;0.0240871;4.43572;
0.876667;100;1;0;404.901;7.07556;22.4396;0;0.0240871;4.33955;
0.88;100;1;0;405.692;7.45633;22.4338;0;0.0240871;4.26693;
0.883333;100;1;0;406.917;7.21492;22.4318;0;0.0240871;4.16487;
0.886667;100;1;0;406.049;7.40726;22.4318;0;0.0240871;4.1315;
0.89;100;1;0;403.268;7.25417;22.4279;0;0.0240871;4.00589;
0.893333;100;1;0;403.753;7.11678;22.4259;0;0.0240871;3.90187;
0.896667;99.7449;1;0;402.273;7.23847;22.4239;0;0.0240871;3.82728;
0.9;98.5496;1;0;404.697;6.93621;22.4239;0;0.0240871;3.75466;
0.903333;97.419;1;0;405.615;7.58783;22.422;0;0.0240871;3.65456;
0.906667;96.3376;1;0;403.906;7.11285;22.42;0;0.0240871;3.58783;
0.91;95.3229;1;0;402.707;7.36408;22.42;0;0.0240871;3.50736;
0.913333;94.3768;1;0;401.814;7.3739;22.4181;0;0.0240871;3.46614;
0.916667;93.4897;1;0;403.14;7.27183;22.4122;0;0.0240871;3.35231;
0.92;93.0677;1;0;403.753;7.3739;22.4102;0;0.0240871;3.30913;
0.923333;91.8705;1;0;403.829;7.15603;22.4043;0;0.0240871;3.20314;
0.926667;91.1384;1;0;399.823;7.29931;22.4004;0;0.0240871;3.1423;
0.93;90.4455;1;0;400.461;6.8734;22.3984;0;0.0240871;3.06575;
0.933333;90.1158;1;0;401.176;7.22081;22.3945;0;0.0240871;3.03827;
0.936667;89.4858;1;0;402.451;7.50344;22.3925;0;0.0240871;2.96761;
0.94;88.5908;1;0;404.084;7.31894;22.3965;0;0.0240871;2.87144;
0.943333;88.0334;1;0;402.834;7.44259;22.4004;0;0.0240871;2.81256;
0.946667;87.5015;1;0;402.018;7.01276;22.4024;0;0.0240871;2.74779;
0.95;87.2502;1;0;401.15;7.18155;22.4043;0;0.0240871;2.71443;
0.953333;86.7439;1;0;401.099;7.12267;22.4043;0;0.0240871;2.65751;
0.956667;86.0039;1;0;402.196;7.44652;22.4043;0;0.0240871;2.57311;
0.96;85.5505;1;0;402.196;7.10697;22.4082;0;0.0240871;2.51423;
0.963333;85.0932;1;0;399.364;7.28165;22.4082;0;0.0240871;2.46712;
0.966667;84.8734;1;0;401.125;7.38764;22.4082;0;0.0240871;2.43768;
0.97;84.2434;1;0;400.997;7.30127;22.4082;0;0.0240871;2.35918;
0.973333;83.8508;1;0;403.497;7.421;22.4082;0;0.0240871;2.316;
0.976667;83.4818;1;0;403.396;7.11482;22.4082;0;0.0240871;2.25908;
0.98;83.1246;1;0;401.584;7.48184;22.4082;0;0.0240871;2.2159;
0.983333;82.8067;1;0;400.691;6.98332;22.4082;0;0.0240871;2.17272;
0.986667;82.5162;1;0;401.099;7.38175;22.4063;0;0.0240871;2.12758;
0.99;82.2453;1;0;402.528;7.18548;22.4024;0;0.0240871;2.08243;
0.993333;82.0059;1;0;403.064;7.44652;22.3984;0;0.0240871;2.04711;
0.996667;81.7802;1;0;401.967;7.29343;22.3965;0;0.0240871;2.00393;
1;81.578;1;0;398.905;7.26399;22.3945;0;0.0240871;1.97841;
1.00333;81.3935;1;0;398.803;7.28754;22.3925;0;0.0240871;1.93327;
1.00667;81.2287;1;0;399.288;7.31109;22.3906;0;0.0240871;1.88813;
1.01;81.0932;1;0;402.426;7.48577;22.3906;0;0.0240871;1.86065;
1.01333;80.9598;1;0;403.14;7.15407;22.3925;0;0.0240871;1.81943;
1.01667;80.8538;1;0;401.66;7.40922;22.3945;0;0.0240871;1.78803;
1.02;80.7517;1;0;401.023;6.98135;22.3945;0;0.0240871;1.75662;
1.02333;80.6595;1;0;400.436;7.34642;22.3965;0;0.0240871;1.71541;
1.02667;80.6065;1;0;401.635;7.22081;22.3984;0;0.0240871;1.68597;
1.03;80.5554;1;0;401.916;7.31894;22.3984;0;0.0240871;1.64671;
1.03333;80.5123;1;0;401.865;7.28361;22.3984;0;0.0240871;1.61727;
1.03667;80.5024;1;0;399.134;7.25417;22.4004;0;0.0240871;1.60157;
1.04;80.4966;1;0;399.721;7.34053;22.4004;0;0.0240871;1.55447;
1.04333;80.5299;1;0;399.849;7.2738;22.4004;0;0.0240871;1.52895;
1.04667;80.5927;1;0;402.12;7.46418;22.4004;0;0.0240871;1.50736;
1.05;80.7007;1;0;402.196;7.07164;22.4004;0;0.0240871;1.46614;
1.05333;80.7596;1;0;401.405;7.13248;22.4004;0;0.0240871;1.46614;
1.05667;80.946;1;0;397.221;6.88322;22.4004;0;0.0240871;1.42493;
1.06;81.3425;1;0;398.42;7.32875;22.4004;0;0.0240871;1.38371;
1.06333;81.7076;1;0;399.977;7.0579;22.4004;0;0.0240871;1.36408;
1.06667;82.1629;1;0;400.921;7.41904;22.4004;0;0.0240871;1.33268;
1.07;82.7242;1;0;401.865;7.61138;22.4004;0;0.0240871;1.29735;
1.07333;83.3641;1;0;399.083;7.26987;22.4004;0;0.0240871;1.27772;
1.07667;84.1178;1;0;399.849;7.37782;22.4024;0;0.0240871;1.2581;
1.08;84.528;1;0;399.39;7.26202;22.4004;0;0.0240871;1.24632;
1.08333;85.8881;1;0;401.303;7.44455;22.4024;0;0.0240871;1.21099;
1.08667;86.3808;1;0;401.405;7.09323;22.4004;0;0.0240871;1.20118;
1.09;87.8999;1;0;400.819;7.41315;22.4024;0;0.0240871;13.1187;
1.09333;88.999;1;0;398.828;6.99902;22.4043;0;0.0240871;15.9293;
1.09667;90.0903;1;0;399.237;7.41315;22.4063;0;0.0240871;14.7184;
1.1;91.1678;1;0;400.308;7.0736;22.4063;0;0.0240871;13.5133;
1.10333;92.212;1;0;401.099;7.43278;22.4063;0;0.0240871;13.0108;
1.10667;93.2149;1;0;400.359;7.34445;22.4102;0;0.0240871;12.5849;
1.11;94.1452;1;0;396.736;7.19333;22.4082;0;0.0240871;12.2022;
1.11333;95.0108;1;0;397.603;7.35231;22.4024;0;0.0240871;11.8332;
1.11667;95.7645;1;0;398.267;7.24239;22.3984;0;0.0240871;11.368;
1.12;96.422;1;0;401.048;7.54073;22.3945;0;0.0240871;10.9813;
1.12333;96.9578;1;0;401.992;7.12856;22.3925;0;0.0240871;10.736;
1.12667;97.3621;1;0;401.507;7.38764;22.3906;0;0.0240871;10.6045;
1.13;97.6565;1;0;400.181;6.99902;22.3867;0;0.0240871;10.4985;
1.13333;97.8253;1;0;400.691;7.31109;22.3867;0;0.0240871;10.3867;
1.13667;97.894;1;0;401.074;7.50147;22.3886;0;0.0240871;10.3003;
1.14;97.8705;1;0;402.094;7.30716;22.3925;0;0.0240871;10.2787;
1.14333;97.7448;1;0;401.89;7.47203;22.3945;0;0.0240871;10.2041;
1.14667;97.5564;1;0;398.879;7.07164;22.3945;0;0.0240871;10.1021;
1.15;97.2915;1;0;399.288;7.32875;22.3984;0;0.0240871;10.0353;
1.15333;96.9912;1;0;399.16;7.1894;22.3984;0;0.0240871;9.46811;
1.15667;96.6595;1;0;401.456;7.47399;22.4004;0;0.0240871;8.11384;
1.16;96.3003;1;0;401.763;7.11874;22.3984;0;0.0240871;7.36212;
1.16333;95.9372;1;0;400.563;7.33464;22.3984;0;0.0240871;6.08636;
1.16667;95.5761;1;0;398.905;6.86948;22.3984;0;0.0240871;6.46712;
1.17;95.2188;1;0;400.359;7.29931;22.3984;0;0.0240871;7.96467;
