Graphics v 0.2.5 ';' exported '2021-12-22 09:35:34'
;Record #0;;;;;;;;;
0.14;0.453386;1;0;333.382;1.43081;29.9764;100;0.0274658;0.734053;
0.143333;0.44946;1;0;338.459;1.53091;29.9745;100;0.0274658;0.708538;
0.146667;0.445535;1;0;342.72;1.45633;29.9745;100;0.0274658;0.70265;
0.15;0.447498;1;0;347.517;1.52895;29.9725;100;0.0274658;0.679097;
0.153333;0.453386;1;0;352.263;1.58194;29.9725;100;0.0274658;0.657507;
0.156667;0.447498;1;0;357.162;1.57213;29.9784;100;0.0274658;0.647694;
0.16;0.455348;1;0;361.627;1.67026;29.9843;100;0.0274658;0.633955;
0.163333;0.451423;1;0;364.842;1.63297;29.9902;100;0.0274658;0.624141;
0.166667;0.44946;1;0;367.802;1.6369;29.9961;100;0.0274658;0.598626;
0.17;0.459274;1;0;370.659;1.72718;30;100;0.0274658;0.58685;
0.173333;0.453386;1;0;373.517;1.62905;30.002;100;0.0274658;0.569185;
0.176667;0.459274;1;0;375.865;1.73111;30.0059;100;0.0274658;0.557409;
0.18;0.451423;1;0;376.987;1.72915;30.0118;100;0.0274658;0.545633;
0.183333;0.455348;1;0;377.702;1.6526;30.0196;100;0.0274658;0.541708;
0.186667;0.453386;1;0;376.298;1.69185;30.0275;100;0.0274658;0.52208;
0.19;0.455348;1;0;377.013;1.58391;30.0334;100;0.0274658;0.504416;
0.193333;0.459274;1;0;378.875;1.76447;30.0373;100;0.0274658;0.502453;
0.196667;0.457311;1;0;378.467;1.89794;30.0412;100;0.0274658;0.486752;
0.2;0.459274;1;0;377.319;1.72915;30.0451;100;0.0274658;0.478901;
0.203333;0.459274;1;0;376.477;1.87635;30.0491;100;0.0274658;0.461237;
0.206667;0.461237;1;0;378.62;1.70363;30.0569;100;0.0274658;0.455348;
0.21;0.465162;1;0;382.983;1.90187;30.0628;100;0.0274658;0.441609;
0.213333;0.459274;1;0;386.581;2.10991;30.0687;100;0.0274658;0.433759;
0.216667;0.459274;1;0;388.775;1.86065;30.0726;100;0.0274658;0.42002;
0.22;0.465162;1;0;390.867;2.05496;30.0746;100;0.0274658;0.412169;
0.223333;0.465162;1;0;392.883;2.17861;30.0785;100;0.0274658;0.410206;
0.226667;0.465162;1;0;395.46;1.94308;30.0844;100;0.0274658;0.388616;
0.23;0.465162;1;0;396.557;2.09813;30.104;100;0.0274658;0.386654;
0.233333;0.465162;1;0;395.894;2.02748;30.1217;100;0.0274658;0.370952;
0.236667;0.467125;1;0;396.251;2.02944;30.1374;100;0.0274658;0.365064;
0.24;0.463199;1;0;397.068;2.23356;30.1492;100;0.0274658;0.357213;
0.243333;0.467125;1;0;399.9;2.22375;30.159;100;0.0274658;0.347399;
0.246667;0.467125;1;0;401.584;2.2159;30.1668;100;0.0274658;0.339549;
0.25;0.469087;1;0;401.303;2.25908;30.1727;100;0.0274658;0.327772;
0.253333;0.465162;1;0;400.946;2.1315;30.1786;100;0.0274658;0.32581;
0.256667;0.469087;1;0;399.798;2.28656;30.1825;100;0.0274658;0.321884;
0.26;0.465162;1;0;401.074;2.30029;30.1865;100;0.0274658;0.308145;
0.263333;0.474975;1;0;401.66;2.35525;30.1904;100;0.0274658;0.30422;
0.266667;0.47105;1;0;399.517;2.3474;30.1923;100;0.0274658;0.300294;
0.27;0.474975;1;0;397.859;2.1158;30.1943;100;0.0274658;0.288518;
0.273333;0.47105;1;0;396.685;2.25711;30.1963;100;0.0274658;0.28263;
0.276667;0.469087;1;0;397.476;2.28067;30.2022;100;0.0274658;0.280667;
0.28;0.473013;1;0;398.395;2.43376;30.208;100;0.0274658;0.263003;
0.283333;0.474975;1;0;397.348;2.4475;30.212;100;0.0274658;0.26104;
0.286667;0.476938;1;0;395.18;2.21197;30.2179;100;0.0274658;0.263003;
0.29;0.469087;1;0;394.746;2.29833;30.2198;100;0.0274658;0.243376;
0.293333;0.476938;1;0;395.868;2.42198;30.2237;100;0.0274658;0.243376;
0.296667;0.474975;1;0;399.364;2.50834;30.2257;100;0.0274658;0.241413;
0.3;0.480864;1;0;400.971;2.62807;30.2277;100;0.0274658;0.241413;
0.303333;0.488714;1;0;399.39;2.36114;30.2277;100;0.0274658;0.2316;
0.306667;0.482826;1;0;400.308;2.43768;30.2336;100;0.0274658;0.223749;
0.31;0.480864;1;0;400.665;2.6791;30.2395;100;0.0274658;0.219823;
0.313333;0.482826;1;0;403.217;2.49853;30.2434;100;0.0274658;0.219823;
0.316667;0.478901;1;0;403.523;2.67517;30.2453;100;0.0274658;0.221786;
0.32;0.476938;1;0;400.971;2.53975;30.2473;100;0.0274658;0.204122;
0.323333;0.480864;1;0;401.278;2.49068;30.2512;100;0.0274658;0.202159;
0.326667;0.486752;1;0;400.997;2.76938;30.2532;100;0.0274658;0.202159;
0.33;0.478901;1;0;403.829;2.59863;30.2591;100;0.0274658;0.202159;
0.333333;0.480864;1;0;403.727;2.84397;30.2689;100;0.0274658;0.204122;
0.336667;0.480864;1;0;401.89;2.67125;30.2748;100;0.0274658;0.204122;
0.34;0.484789;1;0;402.273;2.58489;30.2807;100;0.0274658;0.186457;
0.343333;0.484789;1;0;401.711;2.82826;30.2826;100;0.0274658;0.186457;
0.346667;0.484789;1;0;404.697;2.55545;30.2885;100;0.0274658;0.186457;
0.35;0.49264;1;0;404.34;3.01668;30.2905;100;0.0274658;0.186457;
0.353333;0.486752;1;0;402.579;2.62807;30.2885;100;0.0274658;0.184495;
0.356667;0.484789;1;0;401.099;2.85378;30.2866;100;0.0274658;0.182532;
0.36;0.482826;1;0;401.15;2.93032;30.2846;100;0.0274658;0.182532;
0.363333;0.49264;1;0;403.625;2.73405;30.2807;100;0.0274658;0.184495;
0.366667;0.486752;1;0;405.717;3.27969;30.2787;100;0.0274658;0.184495;
0.37;0.49264;1;0;405.692;2.68302;30.2787;100;0.0274658;0.184495;
0.373333;0.486752;1;0;401.048;3.1266;30.2767;100;0.0274658;0.174681;
0.376667;0.494603;1;0;401.38;2.60451;30.2787;100;0.0274658;0.162905;
0.38;0.486752;1;0;401.839;3.18548;30.2826;100;0.0274658;0.160942;
0.383333;0.496565;1;0;405.513;2.89499;30.2866;100;0.0274658;0.162905;
0.386667;0.494603;1;0;404.569;2.90873;30.2866;100;0.0274658;0.160942;
0.39;0.496565;1;0;403.651;3.19529;30.2924;100;0.0274658;0.162905;
0.393333;0.494603;1;0;403.217;2.72816;30.2924;100;0.0274658;0.162905;
0.396667;0.498528;1;0;401.865;3.26595;30.2944;100;0.0274658;0.162905;
0.4;0.494603;1;0;403.217;2.80275;30.2964;100;0.0274658;0.160942;
0.403333;0.498528;1;0;403.013;3.36212;30.3023;100;0.0274658;0.160942;
0.406667;0.498528;1;0;402.732;2.73602;30.3062;100;0.0274658;0.160942;
0.41;0.504416;1;0;399.9;3.44848;30.3101;100;0.0274658;0.160942;
0.413333;0.498528;1;0;401.737;2.66928;30.3121;100;0.0274658;0.160942;
0.416667;0.502453;1;0;401.533;3.56428;30.314;100;0.0274658;0.158979;
0.42;0.494603;1;0;404.748;2.62807;30.318;100;0.0274658;0.158979;
0.423333;0.502453;1;0;404.62;3.57606;30.3199;100;0.0274658;0.157017;
0.426667;0.494603;1;0;400.589;3.03827;30.318;100;0.0274658;1.47988;
0.43;0.502453;1;0;400.129;3.55643;30.314;100;0.0274658;9.83121;
0.433333;0.508341;1;0;399.313;3.09323;30.314;100;0.0274658;12.8283;
0.436667;0.500491;1;0;401.507;3.6369;30.3121;100;0.0274658;11.896;
0.44;0.504416;1;0;401.711;3.29539;30.3121;100;0.0274658;10.9519;
0.443333;0.500491;1;0;401.329;3.30324;30.3121;100;0.0274658;10.5456;
0.446667;0.508341;1;0;398.828;3.16781;30.3101;100;0.0274658;10.1806;
0.45;0.500491;1;0;399.772;2.92836;30.3121;100;0.0274658;9.83513;
0.453333;0.506379;1;0;400.844;3.80373;30.316;100;0.0274658;9.51717;
0.456667;0.502453;1;0;403.931;3.02257;30.318;100;0.0274658;8.98724;
0.46;0.508341;1;0;403.447;4.06673;30.3199;100;0.0274658;8.53778;
0.463333;0.504416;1;0;399.874;2.79293;30.3199;100;0.0274658;8.28067;
0.466667;0.504416;1;0;399.747;3.94308;30.3219;100;0.0274658;8.13935;
0.47;0.510304;1;0;399.313;3.0422;30.3239;100;0.0274658;8.07458;
0.473333;0.508341;1;0;401.609;4.20412;30.3219;100;0.0274658;8;
0.476667;2.00589;1;0;0.178606;0.368989;30.0726;100;0.0274658;4.21393;
0.48;2.00981;1;0;0.178606;0.368989;30.0667;100;0.0274658;2.63984;
0.483333;2.00785;1;0;0.178606;0.368989;30.0608;100;0.0274658;1.98822;
0.486667;2.00785;1;0;0.153091;0.368989;30.0569;100;0.0274658;1.64475;
0.49;2.00785;1;0;10.053;0.388616;30.053;100;0.0274658;1.47988;
0.493333;2.00981;1;0;42.2532;0.584887;30.0491;100;0.0274658;1.34838;
0.496667;2.00589;1;0;83.001;0.989205;30.0451;100;0.0274658;1.23651;
0.5;2.00589;1;0;125.892;0.98528;30.0432;100;0.0274658;1.158;
0.503333;2.00785;1;0;174.065;1.28557;30.0432;100;0.0274658;1.07949;
0.506667;2.00589;1;0;222.493;1.26202;30.0412;100;0.0274658;1.01472;
0.51;2.00785;1;0;267.144;2.15505;30.0412;100;0.0274658;0.965653;
0.513333;2.00981;1;0;301.258;2.06084;30.0392;100;0.0274658;0.908734;
0.516667;2.00785;1;0;320.19;1.86261;30.051;100;0.0274658;0.871443;
0.52;2.00785;1;0;330.294;1.48577;30.0648;100;0.0274658;0.830226;
0.523333;2.00393;1;0;328.508;1.34642;30.0726;100;0.0274658;0.794897;
0.526667;2.00785;1;0;331.034;1.36408;30.0805;100;0.0274658;0.767419;
0.53;2.00785;1;0;330.779;1.27969;30.0844;100;0.0274658;0.73209;
0.533333;2.00785;1;0;334.964;1.54858;30.0903;100;0.0274658;0.706575;
0.536667;2.00785;1;0;339.301;1.79392;30.0942;100;0.0274658;0.68106;
0.54;2.00785;1;0;344.149;1.59372;30.0981;100;0.0274658;0.651619;
0.543333;2.00981;1;0;344.251;1.9156;30.108;100;0.0274658;0.630029;
0.546667;2.00785;1;0;349.303;1.57998;30.1256;100;0.0274658;0.622179;
0.55;2.00785;1;0;351.14;1.89205;30.1374;100;0.0274658;0.590775;
0.553333;2.00785;1;0;356.652;1.9529;30.1472;100;0.0274658;0.578999;
0.556667;2.00785;1;0;360.402;1.88813;30.1551;100;0.0274658;0.557409;
0.56;2.00785;1;0;363.643;2.08047;30.1629;100;0.0274658;0.535819;
0.563333;2.00785;1;0;359.943;1.76055;30.1688;100;0.0274658;0.520118;
0.566667;2.01178;1;0;363.388;2.17468;30.1727;100;0.0274658;0.508341;
0.57;2.00981;1;0;365.812;1.92149;30.1766;100;0.0274658;0.484789;
0.573333;2.01178;1;0;371.527;2.33366;30.1786;100;0.0274658;0.473013;
0.576667;2.01374;1;0;373.696;1.82532;30.1806;100;0.0274658;0.463199;
0.58;2.00785;1;0;376.094;2.51619;30.1825;100;0.0274658;0.439647;
0.583333;2.00589;1;0;374.742;1.7998;30.1845;100;0.0274658;0.427871;
0.586667;2.00785;1;0;377.268;2.55937;30.1865;100;0.0274658;0.414131;
0.59;2.00785;1;0;378.289;1.83317;30.1865;100;0.0274658;0.392542;
0.593333;2.01178;1;0;381.223;2.79686;30.1806;100;0.0274658;0.388616;
0.596667;2.00785;1;0;382.269;1.87635;30.1747;100;0.0274658;0.372915;
0.6;2.01374;1;0;381.401;2.8263;30.1727;100;0.0274658;0.361138;
0.603333;2.00981;1;0;382.448;1.92934;30.1668;100;0.0274658;0.347399;
0.606667;2.00785;1;0;384.922;2.9107;30.1668;100;0.0274658;0.341511;
0.61;2.00589;1;0;387.321;2.15113;30.1629;100;0.0274658;0.321884;
0.613333;2.00589;1;0;390.128;3.09715;30.1629;100;0.0274658;0.317959;
0.616667;2.00393;1;0;391.352;2.19234;30.1609;100;0.0274658;0.302257;
0.62;2.00785;1;0;388.137;3.11874;30.1649;100;0.0274658;0.296369;
0.623333;2.00589;1;0;389.082;2.05496;30.1668;100;0.0274658;0.28263;
0.626667;2.00589;1;0;388.188;2.99706;30.1649;100;0.0274658;0.270854;
0.63;2.00589;1;0;391.531;2.30226;30.1688;100;0.0274658;0.268891;
0.633333;2.00981;1;0;392.041;3.26595;30.1688;100;0.0274658;0.247301;
0.636667;2.01178;1;0;390.587;2.43965;30.1688;100;0.0274658;0.245339;
0.64;2.01178;1;0;389.184;2.85574;30.1747;100;0.0274658;0.227674;
0.643333;2.01178;1;0;387.704;2.44357;30.1806;100;0.0274658;0.221786;
0.646667;2.00393;1;0;389.77;2.95976;30.1884;100;0.0274658;0.219823;
0.65;2.01178;1;0;394.848;2.71246;30.1943;100;0.0274658;0.208047;
0.653333;2.0157;1;0;396.226;3.65456;30.1963;100;0.0274658;0.200196;
0.656667;2.01374;1;0;393.189;2.49068;30.2002;100;0.0274658;0.200196;
0.66;2.00785;1;0;393.572;3.77625;30.2022;100;0.0274658;0.18842;
0.663333;2.00589;1;0;392.322;2.70657;30.212;100;0.0274658;0.182532;
0.666667;2.00785;1;0;395.052;3.97448;30.2336;100;0.0274658;0.182532;
0.67;2.00589;1;0;396.149;2.71443;30.2532;100;0.0274658;0.180569;
0.673333;2.00589;1;0;396.634;3.90383;30.2689;100;0.0274658;0.160942;
0.676667;2.00981;1;0;395.205;2.64181;30.2826;100;0.0274658;0.155054;
0.68;2.00785;1;0;395.256;3.79588;30.2905;100;0.0274658;0.157017;
0.683333;2.01178;1;0;396.966;2.7792;30.3003;100;0.0274658;0.155054;
0.686667;2.00785;1;0;399.568;4.18253;30.3081;100;0.0274658;0.157017;
0.69;2.01178;1;0;399.9;3.28361;30.3219;100;0.0274658;0.143278;
0.693333;2.00981;1;0;396.073;3.96271;30.3317;100;0.0274658;0.135427;
0.696667;2.00589;1;0;396.098;3.03435;30.3415;100;0.0274658;0.135427;
0.7;2.01178;1;0;395.154;3.95682;30.3494;100;0.0274658;0.133464;
0.703333;2.01178;1;0;397.655;3.28557;30.3572;100;0.0274658;0.135427;
0.706667;2.01374;1;0;399.083;3.97056;30.3611;100;0.0274658;0.135427;
0.71;2.00785;1;0;398.241;3.75466;30.3651;100;0.0274658;0.135427;
0.713333;2.00981;1;0;396.226;3.69382;30.3788;100;0.0274658;0.133464;
0.716667;2.01374;1;0;396.915;4.09028;30.3945;100;0.0274658;0.135427;
0.72;2.01178;1;0;399.364;3.75074;30.4063;100;0.0274658;0.135427;
0.723333;2.00981;1;0;402.579;4.77134;30.4141;100;0.0274658;0.135427;
0.726667;2.00785;1;0;403.166;3.2895;30.422;100;0.0274658;0.133464;
0.73;2.01178;1;0;398.241;4.54956;30.4279;100;0.0274658;0.119725;
0.733333;2.00785;1;0;397.757;3.03435;30.4338;100;0.0274658;0.113837;
0.736667;2.01178;1;0;397.859;4.60059;30.4357;100;0.0274658;0.111874;
0.74;2.00981;1;0;400.487;3.21295;30.4396;100;0.0274658;0.109912;
0.743333;2.00981;1;0;400.563;4.73994;30.4396;100;0.0274658;0.109912;
0.746667;2.00981;1;0;400.181;3.30128;30.4416;100;0.0274658;0.109912;
0.75;2.00981;1;0;398.752;4.48283;30.4416;100;0.0274658;0.111874;
0.753333;2.00785;1;0;400.129;3.63101;30.4416;100;0.0274658;0.109912;
0.756667;2.01178;1;0;401.278;4.68891;30.4455;100;0.0274658;0.109912;
0.76;2.00981;1;0;403.038;4.16094;30.4436;100;0.0274658;0.109912;
0.763333;2.01178;1;0;402.324;4.76742;30.4396;100;0.0274658;0.109912;
0.766667;2.01178;1;0;399.134;4.52012;30.4357;100;0.0274658;0.109912;
0.77;2.00785;1;0;398.241;4.17272;30.4318;100;0.0274658;0.109912;
0.773333;2.00981;1;0;397.757;4.46909;30.4298;100;0.0274658;0.109912;
0.776667;2.00981;1;0;399.747;4.45927;30.4298;100;0.0274658;0.107949;
0.78;2.00785;1;0;399.849;4.55741;30.4259;100;0.0274658;0.109912;
0.783333;2.00981;1;0;398.777;4.316;30.4259;100;0.0274658;0.105986;
0.786667;2.00785;1;0;397.552;4.84397;30.4239;100;0.0274658;0.107949;
0.79;2.00981;1;0;399.925;3.89205;30.422;100;0.0274658;0.107949;
0.793333;2.01178;1;0;401.89;5.10697;30.422;100;0.0274658;0.107949;
0.796667;2.00589;1;0;404.008;3.99019;30.4181;100;0.0274658;0.107949;
0.8;2.00981;1;0;402.324;5.15603;30.42;100;0.0274658;0.105986;
0.803333;2.01178;1;0;397.961;3.81943;30.4161;100;0.0274658;0.105986;
0.806667;2.00981;1;0;397.655;5.04416;30.4161;100;0.0274658;0.104024;
0.81;2.01178;1;0;397.17;3.95878;30.4161;100;0.0274658;0.105986;
0.813333;2.01178;1;0;399.67;5.57213;30.4161;100;0.0274658;0.105986;
0.816667;2.01178;1;0;400.027;4.31992;30.4161;100;0.0274658;0.104024;
0.82;2.00981;1;0;399.185;5.5682;30.4161;100;0.0274658;0.104024;
0.823333;2.00981;1;0;397.68;4.2002;30.4181;100;0.0274658;0.104024;
0.826667;2.01374;1;0;399.466;5.54465;30.4181;100;0.0274658;0.102061;
0.83;2.01374;1;0;400.946;4.40432;30.42;100;0.0274658;3.31305;
0.833333;2.01374;1;0;403.293;5.70559;30.4181;100;0.0274658;12.0903;
0.836667;2.00785;1;0;402.783;4.79686;30.42;100;0.0274658;13.7998;
0.84;2.01374;1;0;398.981;5.37978;30.42;100;0.0274658;12.2924;
0.843333;2.01374;1;0;398.573;4.89696;30.4181;100;0.0274658;11.1148;
0.846667;2.00981;1;0;398.65;4.74975;30.422;100;0.0274658;10.6241;
0.85;2.01374;1;0;400.946;5.25025;30.422;100;0.0274658;10.2591;
0.853333;2.00981;1;0;400.308;4.9892;30.422;100;0.0274658;9.88224;
0.856667;2.00785;1;0;398.726;5.87242;30.422;100;0.0274658;9.5525;
0.86;2.00981;1;0;396.175;4.78901;30.422;100;0.0274658;9.10697;
0.863333;2.01374;1;0;398.292;6.02355;30.4259;100;0.0274658;8.61433;
0.866667;2.01178;1;0;400.129;4.61433;30.4338;100;0.0274658;8.32777;
0.87;2.01374;1;0;402.604;5.99411;30.4338;100;0.0274658;8.23945;
0.873333;2.01178;1;0;402.069;4.75172;30.4377;100;0.0274658;8.14917;
0.876667;2.01178;1;0;398.803;6.00981;30.4416;100;0.0274658;8.07458;
0.88;2.0157;1;0;398.063;4.58096;30.4436;100;0.0274658;8.05496;
0.883333;2.01374;1;0;397.859;5.71933;30.4455;100;0.0274658;7.94308;
0.886667;2.01178;1;0;400.053;4.80864;30.4534;100;0.0274658;7.90775;
0.89;2.01178;1;0;401.176;5.89009;30.4632;100;0.0274658;7.84691;
0.893333;2.01374;1;0;399.032;5.30324;30.4711;100;0.0274658;7.76447;
0.896667;2.00981;1;0;397.246;5.68989;30.4769;100;0.0274658;7.62512;
0.9;2.00981;1;0;399.568;5.72522;30.4809;100;0.0274658;6.42394;
0.903333;2.01374;1;0;401.456;5.64475;30.4867;100;0.0274658;5.38371;
0.906667;2.01178;1;0;403.447;6.39058;30.4907;100;0.0274658;4.92836;
0.91;2.00981;1;0;402.094;5.55446;30.4907;100;0.0274658;4.81452;
0.913333;2.01178;1;0;397.91;6.15702;30.4926;100;0.0274658;4.63984;
0.916667;2.01374;1;0;398.675;5.11482;30.4926;100;0.0274658;4.45535;
0.92;2.00981;1;0;398.879;6.34347;30.4966;100;0.0274658;4.35525;
0.923333;2.01178;1;0;400.767;5.17959;30.4946;100;0.0274658;3.71344;
0.926667;2.01374;1;0;400.283;6.52208;30.4966;100;0.0274658;4.77134;
0.93;2.01178;1;0;398.956;5.11089;30.4966;100;0.0274658;5.7998;
0.933333;2.01178;1;0;397.68;6.316;30.5025;100;0.0274658;3.75466;
0.936667;2.00981;1;0;399.67;5.36212;30.5162;100;0.0274658;4.01963;
0.94;2.0157;1;0;401.176;6.49068;30.528;100;0.0274658;2.85967;
0.943333;2.01178;1;0;403.268;5.97645;30.5378;100;0.0274658;4.69872;
0.946667;2.01374;1;0;402.63;6.52208;30.5437;100;0.0274658;3.17566;
0.95;2.01178;1;0;397.782;6.26889;30.5496;100;0.0274658;4.34936;
0.953333;2.01374;1;0;397.297;6.08243;30.5555;100;0.0274658;5.3896;
0.956667;2.01178;1;0;397.17;6.20608;30.5613;100;0.0274658;5.74681;
0.96;2.01374;1;0;398.828;5.8842;30.5633;100;0.0274658;5.69971;
0.963333;2.01374;1;0;399.619;6.42394;30.5653;100;0.0274658;5.49558;
0.966667;2.01178;1;0;399.16;5.5525;30.5653;100;0.0274658;5.20314;
0.97;2.01374;1;0;398.624;6.64573;30.5692;100;0.0274658;4.98332;
0.973333;2.01178;1;0;400.155;5.37978;30.5692;100;0.0274658;4.78901;
0.976667;2.01178;1;0;401.788;7.01865;30.5711;100;0.0274658;4.60451;
0.98;2.01374;1;0;402.707;6.00981;30.5711;100;0.0274658;4.46516;
0.983333;2.00981;1;0;401.967;7.16585;30.5711;100;0.0274658;4.33366;
0.986667;2.01178;1;0;398.063;6.29048;30.5692;100;0.0274658;4.21197;
0.99;2.01374;1;0;397.501;6.59078;30.5692;100;0.0274658;4.11188;
0.993333;2.01766;1;0;397.042;6.28263;30.5692;100;0.0274658;3.99019;
0.996667;2.01374;1;0;400.053;6.69087;30.5653;100;0.0274658;3.88616;
1;2.01374;1;0;401.507;6.32581;30.5653;100;0.0274658;3.78999;
1.00333;2.0157;1;0;400.487;6.31207;30.5653;100;0.0274658;3.67812;
1.00667;2.01374;1;0;399.313;6.42394;30.5692;100;0.0274658;3.58587;
1.01;2.01374;1;0;400.359;6.01374;30.5731;100;0.0274658;3.48381;
1.01333;2.01374;1;0;401.711;6.96958;30.577;100;0.0274658;3.38763;
1.01667;2.01374;1;0;402.86;6.30422;30.581;100;0.0274658;3.30128;
1.02;2.01178;1;0;402.783;7.35623;30.5829;100;0.0274658;3.20118;
1.02333;2.01374;1;0;398.497;6.06084;30.5868;100;0.0274658;3.11482;
1.02667;2.01374;1;0;398.675;6.87929;30.5868;100;0.0274658;3.03631;
1.03;2.0157;1;0;398.114;6.09028;30.5888;100;0.0274658;2.93621;
1.03333;2.01374;1;0;399.823;7.36408;30.5888;100;0.0274658;2.85574;
1.03667;2.0157;1;0;399.9;6.40236;30.581;100;0.0274658;2.77723;
1.04;2.01178;1;0;398.241;7.65064;30.5731;100;0.0274658;2.68302;
1.04333;2.01374;1;0;397.68;6.30815;30.5653;100;0.0274658;2.60451;
1.04667;2.01178;1;0;399.211;7.42493;30.5594;100;0.0274658;2.53582;
1.05;2.01963;1;0;400.41;6.44946;30.5535;100;0.0274658;2.4475;
1.05333;2.01178;1;0;401.916;7.52699;30.5515;100;0.0274658;2.3788;
1.05667;2.01374;1;0;401.227;6.95388;30.5496;100;0.0274658;2.31207;
1.06;2.01374;1;0;396.787;6.94406;30.5456;100;0.0274658;2.2316;
1.06333;2.01178;1;0;397.221;7.06968;30.5417;100;0.0274658;2.16683;
1.06667;2.0157;1;0;398.216;6.75172;30.5397;100;0.0274658;2.1001;
1.07;2.01178;1;0;400.665;7.70756;30.5397;100;0.0274658;2.0314;
1.07333;2.01374;1;0;401.048;6.90873;30.5358;100;0.0274658;1.9843;
1.07667;2.0157;1;0;399.798;8.05496;30.5358;100;0.0274658;1.91364;
1.08;2.01374;1;0;398.624;6.58881;30.5319;100;0.0274658;1.85869;
1.08333;2.00981;1;0;399.9;7.94701;30.528;100;0.0274658;1.80177;
1.08667;2.01178;1;0;401.456;6.72228;30.5182;100;0.0274658;1.74288;
1.09;2.00981;1;0;401.456;7.90972;30.5103;100;0.0274658;1.68989;
1.09333;2.00981;1;0;401.074;7.10697;30.5044;100;0.0274658;1.63101;
1.09667;2.01178;1;0;396.838;7.29931;30.4985;100;0.0274658;1.57998;
1.1;2.01766;1;0;397.374;7.10304;30.4946;100;0.0274658;1.54073;
1.10333;2.00981;1;0;398.445;7.2581;30.4926;100;0.0274658;1.47792;
