Graphics v 0.2.5 ';' exported '2021-12-22 09:35:34'
;Record #0;;;;;;;;;
1.10667;2.01374;1;0;401.099;7.84887;30.4867;100;0.0274658;1.4367;
1.11;2.0157;1;0;401.635;7.39549;30.4809;100;0.0274658;1.40137;
1.11333;2.0157;1;0;399.925;8.46909;30.4789;100;0.0274658;1.34446;
1.11667;2.01766;1;0;398.624;6.97547;30.475;100;0.0274658;1.30716;
1.12;2.0157;1;0;398.905;8.24338;30.4711;100;0.0274658;1.27576;
1.12333;2.01374;1;0;400.665;6.98332;30.4691;100;0.0274658;1.22277;
1.12667;2.01766;1;0;402.069;8.37684;30.4671;100;0.0274658;1.18351;
1.13;2.01963;1;0;400.41;6.96565;30.4671;100;0.0274658;1.15015;
1.13333;2.01374;1;0;397.093;7.56232;30.475;100;0.0274658;1.10893;
1.13667;2.01374;1;0;397.119;7.20903;30.4828;100;0.0274658;1.08145;
1.14;2.01963;1;0;398.93;7.57017;30.4867;100;0.0274658;1.04612;
1.14333;2.01374;1;0;401.967;8.21786;30.4926;100;0.0274658;1.01276;
1.14667;2.00981;1;0;402.094;7.72915;30.4966;100;0.0274658;0.983317;
1.15;2.01374;1;0;399.364;8.62022;30.5005;100;0.0274658;0.951914;
1.15333;2.01766;1;0;398.65;7.46811;30.5044;100;0.0274658;0.92051;
1.15667;2.01374;1;0;399.16;8.50638;30.5103;100;0.0274658;0.894995;
1.16;2.01374;1;0;400.385;7.39156;30.5182;100;0.0274658;0.867517;
1.16333;2.01766;1;0;400.359;8.68891;30.524;100;0.0274658;0.842002;
1.16667;2.01374;1;0;399.364;7.29931;30.5299;100;0.0274658;0.814524;
1.17;2.0157;1;0;397.68;8.41021;30.5339;100;0.0274658;0.792934;
1.17333;2.0157;1;0;399.032;7.57017;30.5378;100;0.0274658;0.769382;
1.17667;2.01374;1;0;400.844;8.40039;30.5397;100;0.0274658;0.739941;
1.18;2.02159;1;0;402.707;8.25908;30.5437;100;0.0274658;0.728165;
1.18333;2.01766;1;0;403.013;8.63199;30.5496;100;0.0274658;0.706575;
1.18667;2.01766;1;0;399.747;8.88714;30.5555;100;0.0274658;0.684985;
1.19;2.02159;1;0;397.655;7.81158;30.5594;100;0.0274658;0.667321;
1.19333;2.01178;1;0;397.731;8.9107;30.5633;100;0.0274658;0.65947;
1.19667;2.0157;1;0;400.232;7.65653;30.5672;100;0.0274658;0.624141;
1.2;2.0157;1;0;400.946;9.0893;30.5692;100;0.0274658;0.614328;
1.20333;2.01963;1;0;398.93;7.85869;30.5711;100;0.0274658;0.592738;
1.20667;2.0157;1;0;396.813;8.77919;30.5751;100;0.0274658;0.573111;
1.21;2.01178;1;0;398.777;8.09617;30.581;100;0.0274658;0.56526;
1.21333;2.02159;1;0;399.951;8.88126;30.5849;100;0.0274658;0.54367;
1.21667;2.01963;1;0;402.298;8.93229;30.5868;100;0.0274658;0.527969;
1.22;2.0157;1;0;401.609;8.57115;30.5888;100;0.0274658;0.518155;
1.22333;2.0157;1;0;397.042;9.42296;30.5908;100;0.0274658;0.498528;
1.22667;2.0157;1;0;396.175;8.40432;30.5908;100;0.0274658;0.494603;
1.23;2.01766;1;0;396.991;9.47007;30.581;100;0.0274658;0.478901;
1.23333;2.01766;1;0;399.874;8.35721;30.5731;100;0.0274658;0.463199;
1.23667;2.01766;1;0;401.329;9.66045;30.5653;100;0.0274658;0.445535;
1.24;2.01766;1;0;400.538;8.37488;30.5594;100;0.0274658;0.439647;
1.24333;2.0157;1;0;399.16;9.6212;30.5535;100;0.0274658;0.421982;
1.24667;2.0157;1;0;400.538;8.95191;30.5496;100;0.0274658;0.416094;
1.25;2.01963;1;0;401.814;9.81158;30.5456;100;0.0274658;0.402355;
1.25333;2.01374;1;0;402.222;9.61531;30.5358;100;0.0274658;0.390579;
1.25667;2.0157;1;0;400.793;10;30.524;100;0.0274658;0.384691;
1.26;2.02159;1;0;396.022;9.69578;30.5162;100;0.0274658;0.367027;
1.26333;2.02159;1;0;396.43;9.19529;30.5083;100;0.0274658;0.363101;
1.26667;2.01766;1;0;397.961;9.92738;30.5025;100;0.0274658;0.343474;
1.27;2.02159;1;0;401.15;9.47007;30.4985;100;0.0274658;0.339549;
1.27333;2.02159;1;0;401.533;10.7085;30.4907;100;0.0274658;0.337586;
1.27667;2.02552;1;0;399.211;9.30716;30.4887;100;0.0274658;0.319921;

